1;80;86;70;50;65;2022
2;91;77;33;48;69;2021
3;42;64;88;99;11;2020
4;53;59;42;78;54;2023
5;74;66;95;22;33;2022
6;35;70;59;89;44;2023
7;46;38;77;31;73;2021
8;27;97;26;66;90;2022
9;68;82;71;11;21;2023
10;39;54;44;77;25;2021
11;71;91;63;85;67;2020
12;20;17;36;59;12;2023
13;88;29;47;28;58;2022
14;56;78;93;16;99;2023
15;63;40;68;73;45;2021
16;19;31;57;37;60;2022
17;50;85;24;45;87;2023
18;44;63;89;52;81;2021
19;76;51;75;64;32;2020
20;61;72;84;97;13;2023
21;23;49;66;81;29;2022
22;92;60;53;21;74;2023
23;58;14;69;38;56;2021
24;37;98;45;55;80;2022
25;84;87;92;39;68;2023
26;65;76;74;63;22;2021
27;73;71;22;84;36;2020
28;16;95;57;47;77;2023
29;47;50;90;75;51;2022
30;29;33;64;31;18;2023
31;81;26;31;91;61;2021
32;12;48;83;58;42;2022
33;69;94;56;72;15;2023
34;97;35;78;93;38;2021
35;31;67;41;65;85;2020
36;45;70;88;49;72;2023
37;75;61;25;21;96;2022
38;56;82;60;46;37;2023
39;28;46;37;74;43;2021
40;89;29;69;56;24;2022
41;60;92;75;64;55;2023
42;14;58;23;36;81;2021
43;72;49;92;67;59;2020
44;53;34;64;26;75;2023
45;37;85;49;51;98;2022
46;68;43;57;82;30;2023
47;19;77;36;68;21;2021
48;95;25;82;39;66;2022
49;25;60;74;13;52;2023
50;82;99;46;58;28;2021
51;44;72;65;35;71;2020
52;66;57;80;74;48;2023
53;29;88;52;23;93;2022
54;71;96;39;46;62;2023
55;18;39;79;97;14;2021
56;53;67;25;88;76;2022
57;37;74;48;62;89;2023
58;88;23;91;15;53;2021
59;62;82;73;27;44;2020
60;47;54;66;37;70;2023
61;56;89;71;33;47;2022
62;21;43;75;64;59;2021
63;34;68;82;57;27;2020
64;77;51;94;38;85;2023
65;46;72;59;23;69;2022
66;59;93;26;44;32;2023
67;38;78;85;56;12;2021
68;42;64;73;27;61;2022
69;87;56;95;29;78;2023
70;25;80;47;33;50;2021
71;67;84;52;43;75;2020
72;54;22;66;89;36;2023
73;30;58;74;45;28;2022
74;79;96;63;34;57;2023
75;48;77;89;51;39;2021
76;61;33;72;26;64;2022
77;92;46;84;57;21;2023
78;43;69;95;35;73;2021
79;70;88;56;45;81;2020
80;37;74;68;21;90;2023
81;65;45;92;59;14;2022
82;23;50;77;38;66;2023
83;58;80;41;47;25;2021
84;84;27;68;32;47;2022
85;49;94;57;29;53;2023
86;76;61;75;48;98;2021
87;32;54;29;58;72;2020
88;53;72;85;64;19;2023
89;71;46;94;35;87;2022
90;28;85;61;43;60;2023
91;66;39;82;50;16;2021
92;44;67;79;21;33;2022
93;84;95;57;32;41;2023
94;35;59;74;47;26;2021
95;75;81;68;52;63;2020
96;27;47;85;39;71;2023
97;68;50;95;58;37;2022
98;57;63;74;41;54;2023
99;38;76;86;62;49;2021
100;82;54;97;24;88;2022
101;61;83;44;68;27;2022
102;45;76;59;92;32;2021
103;79;52;27;55;88;2020
104;28;93;71;49;17;2023
105;56;62;89;33;74;2022
106;84;37;98;67;25;2023
107;36;81;23;42;55;2021
108;74;48;69;22;91;2022
109;92;29;65;16;83;2023
110;17;54;33;85;40;2021
111;63;25;46;97;71;2020
112;48;67;51;88;39;2023
113;75;85;41;26;57;2022
114;52;31;74;90;63;2023
115;31;70;58;20;81;2021
116;87;42;97;38;76;2022
117;24;89;30;58;49;2023
118;69;91;64;37;18;2021
119;41;75;82;60;83;2020
120;53;39;77;94;28;2023
121;73;58;22;80;47;2022
122;19;86;36;29;50;2023
123;64;72;53;61;13;2021
124;26;59;68;45;79;2022
125;81;46;39;66;34;2023
126;34;57;70;86;37;2021
127;60;84;50;10;93;2020
128;23;98;60;75;29;2023
129;38;65;79;19;47;2022
130;96;28;47;33;60;2023
131;49;88;61;56;24;2021
132;72;20;92;25;44;2022
133;29;82;88;64;14;2023
134;51;97;63;30;46;2021
135;77;55;28;67;89;2020
136;16;45;76;98;50;2023
137;44;71;53;81;65;2022
138;68;32;40;15;92;2023
139;88;66;22;53;76;2021
140;35;74;83;70;11;2022
141;59;26;99;81;72;2023
142;85;49;64;25;36;2021
143;21;92;52;48;53;2020
144;74;60;68;39;58;2023
145;47;78;59;14;70;2022
146;83;43;71;34;77;2023
147;32;65;87;18;98;2021
148;69;91;29;82;64;2022
149;27;54;81;49;20;2023
150;57;36;96;83;45;2021
151;48;73;57;29;85;2022
152;81;22;95;34;60;2021
153;16;89;63;43;78;2020
154;73;45;76;51;23;2023
155;38;68;82;59;31;2022
156;67;37;91;46;26;2023
157;25;53;19;71;86;2021
158;54;97;64;37;49;2022
159;79;58;34;15;72;2023
160;41;62;55;87;28;2021
161;65;29;28;95;77;2020
162;43;76;80;66;38;2023
163;77;81;46;21;52;2022
164;32;70;22;41;90;2023
165;58;84;61;39;47;2021
166;87;21;95;17;63;2022
167;24;96;32;55;40;2023
168;68;49;73;22;18;2021
169;34;62;59;91;53;2020
170;48;97;70;26;45;2023
171;76;57;42;84;36;2022
172;12;86;60;33;74;2023
173;60;51;38;96;16;2021
174;29;82;49;73;24;2022
175;83;45;88;27;69;2023
176;47;70;55;18;79;2021
177;76;39;26;48;92;2020
178;20;95;68;58;34;2023
179;52;32;64;29;56;2022
180;85;68;30;60;61;2023
181;37;98;75;19;28;2021
182;64;17;22;42;77;2022
183;92;70;47;25;30;2023
184;19;49;72;53;63;2021
185;70;24;59;39;90;2020
186;35;84;64;41;52;2023
187;75;53;38;20;74;2022
188;15;93;58;65;39;2023
189;58;42;67;24;83;2021
190;87;76;35;50;28;2022
191;31;61;81;62;41;2023
192;62;89;45;28;57;2021
193;45;67;26;88;74;2020
194;72;31;79;17;69;2023
195;59;74;56;35;88;2022
196;83;40;72;15;91;2023
197;26;64;58;13;82;2021
198;68;54;37;97;46;2022
199;29;79;64;44;19;2023
200;54;51;83;21;71;2021
201;59;81;42;60;23;2022
202;83;27;94;35;48;2021
203;14;85;68;46;79;2020
204;70;35;74;57;20;2023
205;46;63;88;31;75;2022
206;75;38;96;51;22;2023
